"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
34,"unemployed","single","high.school","no","yes","no","cellular","may","wed",937,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
49,"technician","married","professional.course","","yes","no","telephone","may","mon",95,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
37,"admin.","married","high.school","no","yes","no","telephone","jun","tue",167,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
34,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",144,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
35,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",79,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","married","high.school","","no","no","cellular","aug","tue",332,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
44,"technician","married","professional.course","no","yes","no","telephone","may","thu",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
59,"admin.","married","basic.4y","","no","no","cellular","jul","thu",142,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
60,"retired","married","high.school","no","","","cellular","aug","wed",590,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
45,"blue-collar","married","basic.9y","","no","no","telephone","jun","fri",924,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
35,"management","single","university.degree","no","no","no","cellular","may","fri",296,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
22,"admin.","single","university.degree","no","yes","no","telephone","jul","mon",484,1,999,2,"failure",-1.7,94.215,-40.3,0.87,4991.6,"yes"
34,"blue-collar","married","professional.course","","no","no","telephone","jun","wed",1009,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
31,"admin.","single","university.degree","no","no","no","cellular","aug","thu",40,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"admin.","married","university.degree","no","no","no","telephone","jun","thu",370,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
50,"retired","married","professional.course","no","yes","no","cellular","jul","fri",695,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"technician","married","university.degree","no","no","no","telephone","may","mon",95,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
34,"services","married","professional.course","","yes","yes","cellular","may","thu",18,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
37,"admin.","married","university.degree","","no","no","cellular","aug","wed",193,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"housemaid","single","university.degree","","yes","no","cellular","aug","wed",46,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
50,"services","divorced","basic.4y","","yes","no","telephone","jun","wed",91,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
24,"unemployed","single","high.school","no","yes","no","telephone","jul","mon",245,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",391,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
43,"management","married","university.degree","no","no","no","telephone","may","wed",237,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",159,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
39,"admin.","married","basic.9y","no","yes","no","telephone","may","fri",150,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
35,"retired","single","basic.6y","","yes","no","telephone","jun","fri",133,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
31,"self-employed","single","university.degree","no","no","no","cellular","nov","fri",906,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
34,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",98,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"admin.","married","university.degree","no","no","no","cellular","jul","mon",171,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"admin.","married","university.degree","no","yes","no","cellular","may","wed",176,2,3,3,"success",-1.8,93.876,-40,0.682,5008.7,"yes"
34,"technician","married","professional.course","no","no","no","cellular","apr","fri",141,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"blue-collar","married","basic.4y","no","no","no","telephone","jun","mon",110,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
42,"admin.","married","university.degree","no","no","no","cellular","nov","fri",455,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
25,"admin.","single","university.degree","no","yes","yes","telephone","oct","thu",227,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"no"
26,"student","single","","no","yes","no","cellular","nov","wed",92,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
39,"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",53,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","dec","tue",215,2,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"no"
43,"technician","married","high.school","no","yes","no","cellular","aug","fri",60,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
53,"blue-collar","married","high.school","","no","yes","telephone","may","thu",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
43,"blue-collar","married","professional.course","no","no","yes","telephone","may","fri",95,12,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"technician","married","professional.course","","yes","no","telephone","jun","mon",92,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
28,"admin.","single","university.degree","no","no","no","cellular","jul","tue",35,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
45,"entrepreneur","married","university.degree","","no","no","telephone","jun","wed",262,9,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
28,"technician","single","university.degree","no","yes","no","cellular","apr","fri",73,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"self-employed","single","","no","yes","yes","cellular","jul","tue",55,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
39,"blue-collar","single","professional.course","","no","no","telephone","may","wed",480,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","single","high.school","no","yes","yes","cellular","jul","mon",276,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"admin.","married","university.degree","no","no","no","cellular","apr","tue",108,6,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no"
59,"retired","single","professional.course","","yes","no","telephone","jul","thu",780,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"technician","single","professional.course","no","yes","no","cellular","aug","wed",101,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
29,"management","single","university.degree","no","no","no","cellular","nov","wed",802,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
30,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",89,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
59,"technician","married","basic.9y","no","no","no","telephone","may","fri",135,9,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
36,"admin.","single","university.degree","no","no","no","cellular","aug","wed",142,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"blue-collar","single","basic.9y","no","yes","no","telephone","may","fri",155,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",70,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
25,"services","single","basic.9y","no","no","no","telephone","jul","wed",350,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
49,"unemployed","married","professional.course","no","no","no","cellular","jun","fri",317,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
28,"services","married","high.school","no","yes","no","telephone","may","tue",485,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"admin.","married","basic.4y","","no","no","cellular","may","tue",516,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
45,"blue-collar","divorced","basic.9y","no","no","no","cellular","apr","fri",200,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
48,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","tue",84,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",11,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
40,"technician","married","high.school","no","yes","no","cellular","aug","fri",419,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
28,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",76,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
37,"blue-collar","married","basic.9y","no","no","yes","cellular","apr","fri",1184,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
56,"blue-collar","married","basic.4y","no","no","no","cellular","aug","fri",263,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
52,"entrepreneur","married","university.degree","","yes","no","cellular","jul","tue",167,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
27,"blue-collar","married","university.degree","no","no","yes","cellular","may","wed",131,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
43,"management","married","professional.course","no","no","no","telephone","may","mon",153,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"management","married","basic.9y","no","no","no","cellular","nov","mon",97,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
38,"technician","single","basic.9y","no","yes","no","cellular","may","mon",29,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
21,"student","single","high.school","no","no","no","telephone","jun","fri",24,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
53,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",61,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
32,"technician","married","university.degree","no","no","no","cellular","aug","fri",198,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
51,"blue-collar","single","basic.4y","","no","no","telephone","may","fri",448,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"retired","married","basic.4y","no","no","yes","telephone","jun","wed",87,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
38,"admin.","married","basic.9y","","yes","no","telephone","may","tue",150,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
58,"technician","married","university.degree","no","yes","no","telephone","jun","tue",108,12,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
29,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",174,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
45,"","single","basic.4y","no","yes","no","telephone","may","fri",189,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
40,"technician","married","professional.course","","yes","no","telephone","may","tue",264,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",323,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
32,"technician","married","professional.course","no","yes","no","cellular","aug","tue",185,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
59,"management","married","basic.6y","","yes","no","telephone","jun","mon",181,16,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
48,"management","married","university.degree","no","yes","no","telephone","may","wed",353,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
33,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",152,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
31,"admin.","single","university.degree","no","yes","yes","cellular","aug","mon",207,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
37,"technician","married","professional.course","","no","yes","telephone","jun","mon",168,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
49,"blue-collar","married","basic.6y","","yes","no","telephone","may","fri",210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
40,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",192,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
57,"admin.","married","university.degree","no","yes","no","telephone","jun","fri",27,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
40,"management","divorced","university.degree","","yes","yes","telephone","may","fri",201,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
33,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",232,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
38,"admin.","single","high.school","no","yes","no","cellular","apr","fri",74,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",230,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
60,"retired","divorced","professional.course","no","yes","no","cellular","sep","thu",63,1,999,2,"failure",-3.4,92.379,-29.8,0.743,5017.5,"no"
44,"technician","married","university.degree","no","no","no","cellular","jun","wed",874,2,999,1,"failure",-1.7,94.055,-39.8,0.715,4991.6,"yes"
39,"management","married","high.school","no","no","no","telephone","nov","wed",47,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
48,"admin.","married","university.degree","no","no","no","cellular","nov","fri",66,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
55,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",211,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
36,"services","married","high.school","no","yes","no","telephone","may","wed",54,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"admin.","married","professional.course","no","yes","no","cellular","aug","wed",136,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
35,"technician","single","university.degree","no","no","no","cellular","jun","mon",516,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"no"
52,"technician","married","professional.course","","no","no","cellular","aug","wed",139,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
31,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",253,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
59,"retired","married","basic.9y","","yes","no","cellular","aug","wed",80,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
25,"student","single","high.school","no","no","no","cellular","apr","wed",442,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
31,"technician","married","professional.course","no","yes","no","cellular","aug","fri",270,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"management","single","university.degree","","yes","no","telephone","apr","thu",75,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
34,"entrepreneur","single","professional.course","no","no","yes","telephone","jun","fri",85,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
26,"admin.","single","high.school","no","yes","no","telephone","aug","wed",170,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.854,5076.2,"no"
46,"blue-collar","married","basic.6y","","yes","no","telephone","may","mon",240,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","fri",98,1,999,1,"failure",-2.9,92.201,-31.4,0.869,5076.2,"no"
35,"technician","married","professional.course","no","yes","no","cellular","may","fri",14,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
38,"admin.","married","basic.6y","no","yes","no","cellular","jul","thu",135,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
36,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",151,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
36,"unemployed","single","university.degree","no","yes","no","cellular","jun","mon",205,1,4,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"yes"
29,"admin.","single","university.degree","no","yes","yes","telephone","jun","wed",252,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
35,"admin.","married","high.school","no","no","no","cellular","jul","thu",66,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
43,"admin.","married","high.school","","no","no","telephone","jun","wed",30,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
27,"technician","single","professional.course","no","yes","no","cellular","jul","tue",179,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
49,"admin.","married","high.school","no","no","no","cellular","sep","tue",495,1,3,1,"success",-3.4,92.379,-29.8,0.788,5017.5,"yes"
54,"blue-collar","married","basic.6y","","no","no","telephone","jun","thu",211,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
43,"blue-collar","married","basic.6y","no","no","no","cellular","jul","wed",272,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"technician","married","high.school","no","yes","no","cellular","aug","thu",50,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
46,"housemaid","single","university.degree","","no","yes","cellular","jul","tue",142,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
69,"technician","married","professional.course","no","yes","no","cellular","oct","thu",676,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.741,5017.5,"no"
37,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",94,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
54,"services","married","basic.4y","no","yes","no","cellular","aug","tue",50,4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
54,"management","married","university.degree","no","no","no","cellular","may","fri",104,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
35,"admin.","married","university.degree","no","yes","no","telephone","may","mon",60,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"student","single","university.degree","no","yes","no","cellular","aug","wed",651,1,0,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"yes"
29,"admin.","single","university.degree","no","yes","no","telephone","jul","wed",73,6,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
56,"admin.","married","university.degree","","yes","no","cellular","aug","thu",95,1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
44,"blue-collar","single","basic.4y","no","yes","no","telephone","jun","tue",159,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
31,"admin.","married","high.school","no","yes","no","cellular","apr","thu",399,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
32,"self-employed","married","basic.6y","no","yes","no","cellular","may","mon",1121,3,3,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"no"
47,"housemaid","divorced","basic.4y","","no","no","cellular","jul","mon",357,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
33,"blue-collar","single","high.school","no","yes","no","cellular","mar","wed",163,1,999,0,"nonexistent",-1.8,92.843,-50,1.602,5099.1,"no"
54,"retired","married","professional.course","","no","no","cellular","aug","tue",95,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"yes"
31,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",168,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
32,"blue-collar","single","high.school","no","no","yes","cellular","may","wed",204,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
60,"admin.","married","high.school","no","no","yes","telephone","jun","wed",16,8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
26,"unemployed","single","university.degree","no","yes","no","telephone","apr","tue",300,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
57,"self-employed","married","basic.9y","no","no","no","cellular","aug","wed",139,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
34,"entrepreneur","married","basic.4y","no","no","no","telephone","may","wed",214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
35,"entrepreneur","single","university.degree","no","no","no","cellular","jul","mon",180,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"admin.","single","university.degree","no","yes","yes","telephone","jul","wed",108,3,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,"no"
22,"services","single","basic.4y","no","no","yes","telephone","jun","thu",58,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
40,"blue-collar","married","basic.4y","","no","no","telephone","may","thu",144,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"admin.","married","university.degree","no","no","no","cellular","aug","fri",201,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes"
51,"services","married","high.school","","yes","no","telephone","jun","fri",246,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
51,"management","married","basic.9y","no","yes","yes","cellular","jul","thu",79,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
48,"admin.","married","professional.course","no","no","no","cellular","aug","wed",265,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
33,"housemaid","married","university.degree","no","no","no","cellular","jun","tue",224,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,"yes"
37,"technician","married","university.degree","no","yes","no","cellular","aug","wed",138,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"admin.","single","high.school","no","no","no","cellular","apr","mon",121,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
48,"admin.","single","university.degree","no","yes","no","cellular","nov","mon",434,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"yes"
45,"admin.","married","high.school","no","yes","no","cellular","oct","wed",1092,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
40,"blue-collar","married","basic.9y","no","no","yes","telephone","may","mon",178,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"admin.","married","high.school","no","no","no","cellular","jul","mon",74,7,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"admin.","single","high.school","no","no","no","cellular","jul","thu",9,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","sep","thu",234,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
50,"management","married","university.degree","no","yes","yes","cellular","apr","fri",206,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"admin.","single","professional.course","no","no","no","telephone","may","tue",485,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
44,"admin.","married","university.degree","no","yes","yes","cellular","jul","mon",239,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"self-employed","married","basic.4y","","yes","no","telephone","jun","fri",313,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
34,"technician","married","high.school","no","yes","no","cellular","aug","fri",107,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
60,"retired","married","basic.6y","no","no","no","cellular","aug","mon",79,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
28,"management","married","basic.9y","no","yes","no","cellular","may","tue",328,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
28,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",295,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
29,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",216,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
51,"admin.","divorced","university.degree","","","","cellular","jul","mon",178,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"unemployed","married","high.school","no","yes","yes","cellular","may","mon",109,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
33,"services","married","high.school","no","yes","no","cellular","jul","fri",82,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
44,"technician","single","professional.course","no","yes","no","cellular","nov","fri",18,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
57,"technician","married","basic.4y","","no","no","telephone","may","tue",101,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"technician","married","university.degree","no","no","yes","cellular","nov","thu",418,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
31,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",208,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
42,"housemaid","married","","","yes","no","telephone","jun","wed",311,5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
46,"blue-collar","married","","no","no","no","telephone","may","tue",50,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",590,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
36,"management","single","university.degree","no","no","no","telephone","mar","wed",834,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
30,"admin.","single","university.degree","no","no","no","telephone","jul","wed",84,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","telephone","jun","mon",109,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
34,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","mon",113,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
43,"management","married","basic.6y","","no","no","telephone","may","mon",189,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"technician","divorced","professional.course","no","no","no","cellular","may","mon",78,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
48,"technician","married","basic.6y","no","yes","no","cellular","may","thu",158,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
46,"technician","single","professional.course","no","no","no","cellular","aug","thu",128,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
54,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",80,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
59,"technician","divorced","basic.9y","no","yes","no","cellular","jul","wed",85,13,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
82,"retired","married","university.degree","no","no","no","cellular","aug","fri",79,2,999,2,"failure",-2.9,92.201,-31.4,0.881,5076.2,"no"
